FIPS_code,State,grpName,Lit_P1,Lit_P1_CI_L,Lit_P1_CI_U,Lit_P1_CV,Lit_P1_CI_L_indicator,Lit_P1_CV_indicator,Lit_P2,Lit_P2_CI_L,Lit_P2_CI_U,Lit_P2_CV,Lit_P2_CI_L_indicator,Lit_P2_CV_indicator,Lit_P3,Lit_P3_CI_L,Lit_P3_CI_U,Lit_P3_CV,Lit_P3_CV_indicator,Lit_A,Lit_A_CI_L,Lit_A_CI_U,Lit_A_CV,Num_P1,Num_P1_CI_L,Num_P1_CI_U,Num_P1_CV,Num_P1_CV_indicator,Num_P2,Num_P2_CI_L,Num_P2_CI_U,Num_P2_CV,Num_P2_CI_L_indicator,Num_P2_CV_indicator,Num_P3,Num_P3_CI_L,Num_P3_CI_U,Num_P3_CV,Num_P3_CI_L_indicator,Num_P3_CV_indicator,Num_A,Num_A_CI_L,Num_A_CI_U,Num_A_CV,POP,POP_DOMAIN,Male,Female,White,Black,Hispanic,Asian,AIAN,NHPI,Other_race,Less_HS,HS,More_HS,Eng_not_well,FB_after2010,FB_1990_2009,FB_before1990,FB,Poverty_100,Poverty_150,SNAP,Employed,Unemployed,Not_in_labor,OCC_Manage,OCC_Service,OCC_Sales,OCC_Natural,OCC_Military,OCC_Prod,No_Insurance
17,Illinois,65_74,0.29,0.223,0.363,0.119,NA,NA,0.384,0.289,0.484,0.128,NA,NA,0.326,0.25,0.396,0.11,NA,249.2,237.4,260,0.022,0.434,0.348,0.535,0.106,NA,0.312,0.192,0.429,0.191,NA,NA,0.254,0.173,0.335,0.158,NA,NA,233.7,222.7,244.3,0.023,NA,1045470,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.127,NA,0.568,NA,NA,NA,NA,NA,0.08,NA,NA,NA,NA,NA,NA,0.068,NA,NA,NA,NA,0.012
18,Indiana,65_74,0.241,0.156,0.329,0.183,NA,NA,0.468,0.335,0.586,0.135,NA,NA,0.291,0.207,0.394,0.163,NA,257.3,245.6,270.5,0.025,0.421,0.313,0.529,0.13,NA,0.39,0.241,0.529,0.185,NA,NA,0.189,0.105,0.301,0.259,NA,NA,236.7,223.6,251.7,0.03,NA,557795,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.124,NA,0.485,NA,NA,NA,NA,NA,0.067,NA,NA,NA,NA,NA,NA,0.066,NA,NA,NA,NA,0.006
19,Iowa,65_74,0.184,0.095,0.29,0.275,NA,NA,0.424,0.266,0.572,0.185,NA,NA,0.393,0.279,0.527,0.158,NA,269.1,253.7,286.6,0.031,0.361,0.232,0.504,0.189,NA,0.356,0.158,0.529,0.263,NA,NA,0.282,0.166,0.426,0.231,NA,NA,248.1,232.4,266.4,0.034,NA,269335,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.079,NA,0.531,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,0.081,NA,NA,NA,NA,0.003
20,Kansas,65_74,0.212,0.143,0.297,0.186,NA,NA,0.364,0.241,0.501,0.179,NA,NA,0.424,0.299,0.519,0.128,NA,258.2,242.6,271.3,0.028,0.317,0.225,0.426,0.16,NA,0.388,0.244,0.537,0.193,NA,NA,0.295,0.172,0.398,0.192,NA,NA,243.7,228.4,256.7,0.03,NA,235840,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,NA,0.617,NA,NA,NA,NA,NA,0.064,NA,NA,NA,NA,NA,NA,0.072,NA,NA,NA,NA,0.005
21,Kentucky,65_74,0.403,0.304,0.515,0.132,NA,NA,0.43,0.298,0.551,0.149,NA,NA,0.166,0.102,0.25,0.227,NA,236.4,224.6,249.8,0.027,0.521,0.422,0.63,0.102,NA,0.334,0.197,0.456,0.195,NA,NA,0.146,0.078,0.231,0.27,NA,NA,219.4,206.7,233.5,0.031,NA,398815,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.184,NA,0.448,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,0.059,NA,NA,NA,NA,0.004
22,Louisiana,65_74,0.482,0.356,0.624,0.142,NA,NA,0.362,0.2,0.513,0.22,NA,NA,0.156,0.078,0.243,0.275,NA,220.6,203.2,236.8,0.039,0.62,0.488,0.766,0.114,NA,0.225,0.047,0.386,0.382,NA,1,0.156,0.068,0.267,0.32,NA,1,205.7,187.8,222.2,0.042,NA,388170,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.174,NA,0.464,NA,NA,NA,NA,NA,0.122,NA,NA,NA,NA,NA,NA,0.064,NA,NA,NA,NA,0.007
23,Maine,65_74,0.211,0.134,0.302,0.205,NA,NA,0.395,0.271,0.509,0.156,NA,NA,0.394,0.301,0.491,0.121,NA,257.4,239.2,277.5,0.037,0.321,0.228,0.429,0.158,NA,0.349,0.214,0.481,0.192,NA,NA,0.331,0.23,0.427,0.151,NA,NA,245.6,226.1,266.1,0.041,NA,145925,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.093,NA,0.582,NA,NA,NA,NA,NA,0.078,NA,NA,NA,NA,NA,NA,0.078,NA,NA,NA,NA,0.002
24,Maryland,65_74,0.268,0.181,0.369,0.176,NA,NA,0.371,0.238,0.498,0.174,NA,NA,0.361,0.267,0.452,0.127,NA,253.9,239.7,268,0.028,0.455,0.327,0.618,0.16,NA,0.297,0.117,0.453,0.286,NA,NA,0.248,0.15,0.334,0.188,NA,NA,236.7,220.5,250.5,0.032,NA,496865,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.117,NA,0.607,NA,NA,NA,NA,NA,0.067,NA,NA,NA,NA,NA,NA,0.069,NA,NA,NA,NA,0.013
25,Massachusetts,65_74,0.279,0.195,0.375,0.164,NA,NA,0.352,0.226,0.479,0.178,NA,NA,0.37,0.269,0.459,0.125,NA,250.8,236,265.2,0.029,0.393,0.279,0.52,0.154,NA,0.305,0.147,0.461,0.258,NA,NA,0.302,0.188,0.403,0.177,NA,NA,238.6,224.2,252,0.029,NA,589390,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.122,NA,0.613,NA,NA,NA,NA,NA,0.078,NA,NA,NA,NA,NA,NA,0.071,NA,NA,NA,NA,0.005
26,Michigan,65_74,0.272,0.186,0.367,0.17,NA,NA,0.404,0.267,0.528,0.165,NA,NA,0.323,0.231,0.43,0.155,NA,249.3,236.8,262.7,0.026,0.392,0.291,0.498,0.134,NA,0.379,0.225,0.515,0.195,NA,NA,0.229,0.138,0.349,0.23,NA,NA,232.7,219.3,245.8,0.029,NA,909355,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.098,NA,0.576,NA,NA,NA,NA,NA,0.077,NA,NA,NA,NA,NA,NA,0.055,NA,NA,NA,NA,0.005
27,Minnesota,65_74,0.176,0.107,0.258,0.22,NA,NA,0.38,0.252,0.495,0.162,NA,NA,0.444,0.35,0.544,0.111,NA,263.8,251.3,275.5,0.023,0.313,0.215,0.426,0.172,NA,0.389,0.245,0.523,0.18,NA,NA,0.298,0.213,0.391,0.153,NA,NA,247.8,234.7,259.9,0.026,NA,451385,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.065,NA,0.612,NA,NA,NA,NA,NA,0.057,NA,NA,NA,NA,NA,NA,0.068,NA,NA,NA,NA,0.004
28,Mississippi,65_74,0.486,0.375,0.624,0.132,NA,NA,0.358,0.192,0.505,0.22,NA,NA,0.156,0.071,0.253,0.303,1,222.6,205.1,238.8,0.038,0.569,0.452,0.704,0.112,NA,0.256,0.097,0.403,0.307,NA,1,0.175,0.091,0.284,0.277,NA,NA,210.8,192.3,226.6,0.041,NA,257630,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,0.488,NA,NA,NA,NA,NA,0.117,NA,NA,NA,NA,NA,NA,0.056,NA,NA,NA,NA,0.005
29,Missouri,65_74,0.288,0.219,0.372,0.135,NA,NA,0.418,0.308,0.517,0.122,NA,NA,0.294,0.223,0.363,0.119,NA,247.3,236.2,257.5,0.022,0.438,0.349,0.533,0.106,NA,0.337,0.214,0.449,0.174,NA,NA,0.225,0.156,0.307,0.17,NA,NA,234,223,244.8,0.024,NA,544195,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.116,NA,0.53,NA,NA,NA,NA,NA,0.08,NA,NA,NA,NA,NA,NA,0.066,NA,NA,NA,NA,0.006
30,Montana,65_74,0.178,0.099,0.277,0.257,NA,NA,0.385,0.227,0.531,0.202,NA,NA,0.437,0.311,0.566,0.147,NA,258.6,241.3,275.8,0.033,0.265,0.162,0.393,0.224,NA,0.391,0.21,0.568,0.232,NA,NA,0.344,0.201,0.482,0.205,NA,NA,246.5,228.8,263.1,0.035,NA,104275,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.064,NA,0.654,NA,NA,NA,NA,NA,0.076,NA,NA,NA,NA,NA,NA,0.067,NA,NA,NA,NA,0.004
31,Nebraska,65_74,0.175,0.099,0.271,0.253,NA,NA,0.375,0.227,0.518,0.195,NA,NA,0.45,0.326,0.566,0.134,NA,261.2,245.1,274.8,0.029,0.312,0.197,0.44,0.198,NA,0.372,0.2,0.539,0.232,NA,NA,0.316,0.192,0.433,0.19,NA,NA,246.8,232,260.2,0.029,NA,152725,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.077,NA,0.595,NA,NA,NA,NA,NA,0.058,NA,NA,NA,NA,NA,NA,0.08,NA,NA,NA,NA,0.006
32,Nevada,65_74,0.196,0.092,0.319,0.3,NA,NA,0.295,0.079,0.491,0.356,NA,1,0.509,0.347,0.695,0.176,NA,267.3,249.2,286.2,0.035,0.29,0.149,0.46,0.272,NA,0.289,0.059,0.492,0.378,NA,1,0.421,0.28,0.58,0.183,NA,NA,256.9,238,276.5,0.038,NA,262945,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.117,NA,0.621,NA,NA,NA,NA,NA,0.085,NA,NA,NA,NA,NA,NA,0.098,NA,NA,NA,NA,0.019
33,New Hampshire,65_74,0.151,0.072,0.249,0.298,NA,NA,0.421,0.274,0.564,0.174,NA,NA,0.428,0.309,0.549,0.14,NA,269.6,253.5,286.1,0.031,0.29,0.17,0.428,0.231,NA,0.424,0.253,0.586,0.202,NA,NA,0.286,0.173,0.402,0.202,NA,NA,254.3,236.8,272.4,0.035,NA,129715,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.088,NA,0.619,NA,NA,NA,NA,NA,0.043,NA,NA,NA,NA,NA,NA,0.065,NA,NA,NA,NA,0.004
34,New Jersey,65_74,0.318,0.23,0.422,0.153,NA,NA,0.376,0.243,0.493,0.168,NA,NA,0.306,0.23,0.399,0.135,NA,249.4,236.8,261.9,0.025,0.508,0.395,0.647,0.124,NA,0.267,0.112,0.402,0.276,NA,NA,0.225,0.148,0.324,0.193,NA,NA,229.8,216.4,243.3,0.03,NA,755475,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.136,NA,0.546,NA,NA,NA,NA,NA,0.072,NA,NA,NA,NA,NA,NA,0.067,NA,NA,NA,NA,0.016
35,New Mexico,65_74,0.419,0.287,0.574,0.175,NA,NA,0.253,0.056,0.431,0.371,NA,1,0.328,0.207,0.459,0.195,NA,233.1,211.9,255.7,0.048,0.413,0.284,0.553,0.165,NA,0.261,0.072,0.437,0.351,NA,1,0.326,0.197,0.463,0.207,NA,NA,227.2,204.7,250.3,0.051,NA,194660,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.139,NA,0.62,NA,NA,NA,NA,NA,0.115,NA,NA,NA,NA,NA,NA,0.064,NA,NA,NA,NA,0.016
36,New York,65_74,0.368,0.283,0.465,0.126,NA,NA,0.343,0.214,0.469,0.185,NA,NA,0.289,0.206,0.381,0.152,NA,239.5,226.7,251.6,0.026,0.493,0.39,0.604,0.112,NA,0.235,0.098,0.361,0.288,NA,NA,0.272,0.195,0.354,0.152,NA,NA,229.3,217.1,241.2,0.027,NA,1675515,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.169,NA,0.535,NA,NA,NA,NA,NA,0.104,NA,NA,NA,NA,NA,NA,0.077,NA,NA,NA,NA,0.011
37,North Carolina,65_74,0.317,0.248,0.391,0.114,NA,NA,0.385,0.282,0.48,0.129,NA,NA,0.298,0.233,0.375,0.117,NA,246.6,235.6,258.2,0.023,0.436,0.339,0.527,0.107,NA,0.315,0.201,0.43,0.188,NA,NA,0.249,0.182,0.328,0.149,NA,NA,233.3,223.1,245.3,0.024,NA,904810,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.146,NA,0.555,NA,NA,NA,NA,NA,0.086,NA,NA,NA,NA,NA,NA,0.062,NA,NA,NA,NA,0.006
38,North Dakota,65_74,0.2,0.095,0.328,0.303,NA,1,0.362,0.181,0.524,0.243,NA,NA,0.438,0.314,0.571,0.149,NA,262.4,245.4,280.9,0.034,0.322,0.183,0.487,0.24,NA,0.309,0.101,0.504,0.335,NA,1,0.368,0.23,0.512,0.191,NA,NA,251.4,233.1,269.9,0.037,NA,56390,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,NA,0.59,NA,NA,NA,NA,NA,0.068,NA,NA,NA,NA,NA,NA,0.09,NA,NA,NA,NA,0.004
39,Ohio,65_74,0.277,0.194,0.368,0.161,NA,NA,0.434,0.3,0.55,0.143,NA,NA,0.289,0.208,0.388,0.155,NA,250.3,237.3,263.2,0.026,0.436,0.332,0.546,0.123,NA,0.357,0.21,0.497,0.205,NA,NA,0.207,0.114,0.323,0.255,NA,NA,233.6,220.9,247.3,0.029,NA,1044160,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.117,NA,0.503,NA,NA,NA,NA,NA,0.074,NA,NA,NA,NA,NA,NA,0.068,NA,NA,NA,NA,0.006
40,Oklahoma,65_74,0.286,0.212,0.383,0.149,NA,NA,0.414,0.292,0.534,0.147,NA,NA,0.301,0.209,0.388,0.147,NA,244,228.5,256.6,0.029,0.396,0.308,0.507,0.125,NA,0.391,0.255,0.515,0.169,NA,NA,0.213,0.122,0.304,0.216,NA,NA,229.1,212.7,242.6,0.033,NA,331975,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.121,NA,0.555,NA,NA,NA,NA,NA,0.08,NA,NA,NA,NA,NA,NA,0.061,NA,NA,NA,NA,0.007
41,Oregon,65_74,0.202,0.114,0.307,0.239,NA,NA,0.307,0.136,0.473,0.276,NA,NA,0.491,0.349,0.633,0.145,NA,261.1,238.9,284.6,0.044,0.246,0.145,0.359,0.223,NA,0.369,0.193,0.541,0.238,NA,NA,0.386,0.242,0.523,0.184,NA,NA,253.1,230.8,276.3,0.045,NA,392680,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.074,NA,0.691,NA,NA,NA,NA,NA,0.077,NA,NA,NA,NA,NA,NA,0.058,NA,NA,NA,NA,0.006
42,Pennsylvania,65_74,0.277,0.194,0.368,0.159,NA,NA,0.446,0.322,0.56,0.136,NA,NA,0.278,0.203,0.37,0.152,NA,250.4,239.3,261.3,0.022,0.46,0.351,0.57,0.123,NA,0.337,0.191,0.473,0.213,NA,NA,0.204,0.125,0.301,0.221,NA,NA,232.2,220.9,244.6,0.026,NA,1195875,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.114,NA,0.476,NA,NA,NA,NA,NA,0.074,NA,NA,NA,NA,NA,NA,0.071,NA,NA,NA,NA,0.006
44,Rhode Island,65_74,0.33,0.245,0.43,0.141,NA,NA,0.381,0.277,0.475,0.132,NA,NA,0.289,0.224,0.355,0.113,NA,244.9,225.6,264.8,0.04,0.484,0.379,0.601,0.117,NA,0.283,0.161,0.399,0.209,NA,NA,0.233,0.157,0.307,0.161,NA,NA,230.6,212.5,250.1,0.041,NA,93340,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.142,NA,0.562,NA,NA,NA,NA,NA,0.081,NA,NA,NA,NA,NA,NA,0.066,NA,NA,NA,NA,0.004
45,South Carolina,65_74,0.332,0.241,0.424,0.138,NA,NA,0.388,0.25,0.506,0.166,NA,NA,0.28,0.205,0.391,0.166,NA,249,236,265.6,0.031,0.452,0.347,0.555,0.117,NA,0.329,0.171,0.464,0.223,NA,NA,0.219,0.132,0.339,0.239,NA,NA,232.3,218.8,248.8,0.033,NA,489070,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.147,NA,0.548,NA,NA,NA,NA,NA,0.084,NA,NA,NA,NA,NA,NA,0.058,NA,NA,NA,NA,0.005
46,South Dakota,65_74,0.188,0.079,0.322,0.327,NA,1,0.338,0.128,0.536,0.306,NA,1,0.474,0.314,0.643,0.176,NA,266.8,248.5,285.1,0.034,0.289,0.163,0.437,0.246,NA,0.295,0.077,0.51,0.373,NA,1,0.416,0.246,0.586,0.207,NA,NA,256,237.4,274.7,0.037,NA,72565,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.087,NA,0.562,NA,NA,NA,NA,NA,0.076,NA,NA,NA,NA,NA,NA,0.097,NA,NA,NA,NA,0.005
47,Tennessee,65_74,0.359,0.273,0.455,0.127,NA,NA,0.419,0.297,0.527,0.141,NA,NA,0.223,0.154,0.31,0.17,NA,237.5,223.8,250.1,0.028,0.489,0.384,0.598,0.11,NA,0.339,0.206,0.464,0.195,NA,NA,0.172,0.099,0.263,0.237,NA,NA,222.3,209.4,235,0.029,NA,605155,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.158,NA,0.494,NA,NA,NA,NA,NA,0.084,NA,NA,NA,NA,NA,NA,0.062,NA,NA,NA,NA,0.005
48,Texas,65_74,0.407,0.321,0.499,0.113,NA,NA,0.314,0.189,0.436,0.199,NA,NA,0.279,0.196,0.366,0.155,NA,237.2,224.3,249.9,0.027,0.493,0.394,0.614,0.113,NA,0.268,0.127,0.393,0.25,NA,NA,0.239,0.158,0.315,0.166,NA,NA,225.7,212.8,238.1,0.029,NA,1915610,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.189,NA,0.562,NA,NA,NA,NA,NA,0.098,NA,NA,NA,NA,NA,NA,0.066,NA,NA,NA,NA,0.022
49,Utah,65_74,0.188,0.089,0.311,0.304,NA,1,0.308,0.116,0.488,0.309,NA,1,0.504,0.355,0.657,0.151,NA,266.5,248.6,286.3,0.036,0.228,0.114,0.372,0.288,NA,0.388,0.191,0.572,0.252,NA,NA,0.383,0.242,0.539,0.196,NA,NA,260.6,242.3,279.9,0.037,NA,181190,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.066,NA,0.713,NA,NA,NA,NA,NA,0.056,NA,NA,NA,NA,NA,NA,0.057,NA,NA,NA,NA,0.01
50,Vermont,65_74,0.168,0.098,0.259,0.239,NA,NA,0.362,0.235,0.481,0.175,NA,NA,0.47,0.366,0.577,0.111,NA,267.4,248.4,287,0.037,0.258,0.164,0.36,0.193,NA,0.347,0.212,0.485,0.201,NA,NA,0.395,0.289,0.497,0.134,NA,NA,257.5,237.7,277.5,0.039,NA,65300,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.088,NA,0.624,NA,NA,NA,NA,NA,0.061,NA,NA,NA,NA,NA,NA,0.081,NA,NA,NA,NA,0.002
51,Virginia,65_74,0.297,0.208,0.407,0.168,NA,NA,0.357,0.223,0.479,0.183,NA,NA,0.346,0.263,0.434,0.126,NA,248.2,233.4,261,0.028,0.4,0.286,0.519,0.15,NA,0.306,0.146,0.454,0.256,NA,NA,0.295,0.204,0.406,0.173,NA,NA,240.3,227.5,254,0.028,NA,706480,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,NA,0.597,NA,NA,NA,NA,NA,0.064,NA,NA,NA,NA,NA,NA,0.065,NA,NA,NA,NA,0.011
53,Washington,65_74,0.202,0.116,0.3,0.234,NA,NA,0.304,0.142,0.466,0.271,NA,NA,0.494,0.35,0.624,0.14,NA,260.9,245.2,276.9,0.031,0.25,0.148,0.372,0.23,NA,0.371,0.197,0.543,0.238,NA,NA,0.38,0.239,0.512,0.183,NA,NA,252.2,235.1,268.5,0.033,NA,619385,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,NA,0.697,NA,NA,NA,NA,NA,0.071,NA,NA,NA,NA,NA,NA,0.062,NA,NA,NA,NA,0.009
54,West Virginia,65_74,0.364,0.245,0.507,0.183,NA,NA,0.513,0.353,0.658,0.152,NA,NA,0.123,0.046,0.205,0.332,1,233.4,217.5,248.5,0.035,0.506,0.38,0.642,0.133,NA,0.435,0.284,0.577,0.17,NA,NA,0.059,0.009,0.13,0.54,NA,2,213.8,197.3,228.7,0.037,NA,196400,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,NA,0.404,NA,NA,NA,NA,NA,0.084,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,0.002
55,Wisconsin,65_74,0.217,0.137,0.315,0.208,NA,NA,0.432,0.296,0.553,0.151,NA,NA,0.351,0.252,0.45,0.14,NA,256.6,243.1,269.3,0.026,0.389,0.28,0.512,0.152,NA,0.374,0.219,0.518,0.205,NA,NA,0.238,0.143,0.343,0.213,NA,NA,238.8,225.3,252.6,0.029,NA,505120,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.084,NA,0.541,NA,NA,NA,NA,NA,0.064,NA,NA,NA,NA,NA,NA,0.071,NA,NA,NA,NA,0.004
56,Wyoming,65_74,0.181,0.106,0.278,0.244,NA,NA,0.364,0.232,0.487,0.177,NA,NA,0.456,0.354,0.555,0.114,NA,262.3,242,284.3,0.04,0.282,0.182,0.401,0.202,NA,0.359,0.218,0.503,0.2,NA,NA,0.359,0.252,0.456,0.143,NA,NA,251.1,230.4,273,0.043,NA,50405,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.071,NA,0.646,NA,NA,NA,NA,NA,0.07,NA,NA,NA,NA,NA,NA,0.076,NA,NA,NA,NA,0.005
1,Alabama,Less_than_high_school,0.527,0.431,0.637,0.098,NA,NA,0.343,0.228,0.45,0.165,NA,NA,0.13,0.085,0.181,0.185,NA,222.7,207.6,238.2,0.035,0.663,0.538,0.79,0.097,NA,0.208,0.036,0.374,0.418,NA,1,0.129,0.021,0.263,0.475,NA,1,204.6,192.4,218,0.031,NA,591800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.304,NA,NA,NA,NA,NA,NA,0.143,NA,NA,NA,NA,0.226
2,Alaska,Less_than_high_school,0.275,0.175,0.395,0.204,NA,NA,0.469,0.316,0.605,0.155,NA,NA,0.256,0.164,0.36,0.194,NA,233.7,213,254.9,0.046,0.308,0.192,0.44,0.208,NA,0.322,0.118,0.508,0.313,NA,1,0.37,0.222,0.537,0.217,NA,NA,235.9,220.1,253.2,0.035,NA,60885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.203,NA,NA,NA,NA,NA,NA,0.23,NA,NA,NA,NA,0.267
4,Arizona,Less_than_high_school,0.538,0.429,0.648,0.102,NA,NA,0.323,0.199,0.44,0.186,NA,NA,0.139,0.093,0.195,0.185,NA,216.6,198.3,234.7,0.043,0.639,0.505,0.764,0.103,NA,0.15,0,0.333,0.628,2,2,0.21,0.086,0.355,0.328,NA,1,205.6,192.6,221.1,0.035,NA,819720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.297,NA,NA,NA,NA,NA,NA,0.199,NA,NA,NA,NA,0.271
5,Arkansas,Less_than_high_school,0.503,0.404,0.607,0.099,NA,NA,0.35,0.24,0.456,0.155,NA,NA,0.147,0.103,0.202,0.164,NA,227,211.2,243.3,0.036,0.572,0.457,0.691,0.101,NA,0.259,0.098,0.41,0.31,NA,1,0.169,0.062,0.293,0.347,NA,1,209.1,196.4,223.7,0.034,NA,347650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.282,NA,NA,NA,NA,NA,NA,0.153,NA,NA,NA,NA,0.203
6,California,Less_than_high_school,0.71,0.624,0.8,0.063,NA,NA,0.176,0.077,0.275,0.285,NA,NA,0.114,0.07,0.166,0.213,NA,195.6,184.9,205.9,0.028,0.657,0.561,0.753,0.075,NA,0.039,0,0.153,1.505,2,2,0.304,0.236,0.377,0.118,NA,NA,191.8,183.1,200.6,0.023,NA,5475105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.244,NA,NA,NA,NA,NA,NA,0.184,NA,NA,NA,NA,0.247
8,Colorado,Less_than_high_school,0.485,0.378,0.603,0.117,NA,NA,0.343,0.211,0.462,0.186,NA,NA,0.172,0.116,0.232,0.171,NA,208.5,186.6,229.6,0.052,0.471,0.324,0.599,0.147,NA,0.177,0,0.389,0.618,2,2,0.352,0.195,0.537,0.247,NA,NA,217.1,202.7,234,0.037,NA,485370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.228,NA,NA,NA,NA,NA,NA,0.23,NA,NA,NA,NA,0.288
9,Connecticut,Less_than_high_school,0.496,0.371,0.639,0.134,NA,NA,0.299,0.141,0.435,0.245,NA,NA,0.205,0.149,0.274,0.153,NA,229.9,210,250.1,0.044,0.473,0.313,0.614,0.161,NA,0.215,0.011,0.424,0.48,NA,1,0.312,0.18,0.461,0.225,NA,NA,223.4,208.6,241.3,0.038,NA,320250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.241,NA,NA,NA,NA,NA,NA,0.213,NA,NA,NA,NA,0.163
10,Delaware,Less_than_high_school,0.57,0.446,0.711,0.117,NA,NA,0.259,0.11,0.397,0.279,NA,NA,0.171,0.113,0.234,0.18,NA,214.7,195.4,235,0.047,0.553,0.405,0.727,0.148,NA,0.225,0.023,0.416,0.457,NA,1,0.222,0.093,0.359,0.304,NA,1,205.5,188.5,220.4,0.039,NA,92010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.218,NA,NA,NA,NA,NA,NA,0.182,NA,NA,NA,NA,0.174
11,District of Columbia,Less_than_high_school,0.518,0.36,0.716,0.173,NA,NA,0.323,0.109,0.495,0.3,NA,NA,0.159,0.088,0.245,0.246,NA,228.4,203.4,253.8,0.056,0.721,0.529,0.956,0.15,NA,0.151,0,0.379,0.853,2,2,0.127,0.015,0.291,0.566,NA,2,205.8,185.6,225.2,0.049,NA,56165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333,NA,NA,NA,NA,NA,NA,0.283,NA,NA,NA,NA,0.121
12,Florida,Less_than_high_school,0.548,0.46,0.646,0.087,NA,NA,0.318,0.211,0.414,0.161,NA,NA,0.135,0.089,0.177,0.159,NA,203.2,190.7,215.8,0.032,0.584,0.485,0.687,0.088,NA,0.157,0.015,0.288,0.44,NA,1,0.26,0.173,0.354,0.181,NA,NA,197.6,188,206.5,0.024,NA,2173085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.269,NA,NA,NA,NA,NA,NA,0.181,NA,NA,NA,NA,0.275
13,Georgia,Less_than_high_school,0.497,0.412,0.59,0.09,NA,NA,0.374,0.27,0.468,0.134,NA,NA,0.129,0.087,0.178,0.182,NA,221.6,211,232.3,0.025,0.655,0.561,0.755,0.076,NA,0.227,0.109,0.337,0.259,NA,NA,0.118,0.061,0.185,0.272,NA,NA,203.1,193.2,213.3,0.025,NA,1226095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.294,NA,NA,NA,NA,NA,NA,0.158,NA,NA,NA,NA,0.331
